timestamp,action,question,amount,price,pnl,result
2026-01-15T12:50:05Z,SELL,"Will Bitcoin dip to $90,000 January 12-18?",164.327770523662,0.03943866492567888,-89.92214871312481,LOSS
2026-01-15T12:53:33Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.6484864945491914,,
2026-01-15T12:53:35Z,BUY,Will Ipswich Town FC win on 2026-01-17?,321.2279751098849,0.3813614876735494,,
2026-01-15T12:53:36Z,SELL,"Will ""Zelensky"" be said during the next episode of",2.226745026062832,0.057595872142492684,-22.844740524738977,LOSS
2026-01-15T12:54:00Z,SELL,"Will the price of Bitcoin be above $96,000 on Janu",151.22577726438604,0.1314830062290638,-101.45608176073809,LOSS
2026-01-15T12:54:23Z,BUY,"Will the price of Bitcoin be above $98,000 on Janu",243.560343862353,0.152739434059399,,
2026-01-15T12:54:25Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.6596475261727984,,
2026-01-15T12:54:26Z,BUY,"Will Bitcoin dip to $90,000 January 12-18?",222.07551635336478,0.060976891857751646,,
2026-01-15T12:54:27Z,BUY,"Will Bitcoin reach $115,000 in January?",255.38684380636948,0.04813073884270749,,
2026-01-15T12:54:43Z,SELL,"Will the price of Bitcoin be above $98,000 on Janu",221.26362738903862,0.13757775743462658,-24.384229179566475,LOSS
2026-01-15T12:54:45Z,SELL,"Will ""Zelensky"" be said during the next episode of",2.1789867220886,0.056653654774303605,-23.192071976865183,LOSS
2026-01-15T12:54:46Z,SELL,"Will Bitcoin dip to $90,000 January 12-18?",145.42433559446994,0.039290509277863456,-80.26691015442141,LOSS
2026-01-15T12:55:17Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7601020801926224,,
2026-01-15T12:55:21Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.938958175581135,0.05816874526743404,-23.397777830839615,LOSS
2026-01-15T12:55:53Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7606241734302386,,
2026-01-15T12:55:54Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.9512172076542194,0.05853651622962658,-23.40292190668707,LOSS
2026-01-15T12:56:32Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7608496874470236,,
2026-01-15T12:56:35Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.9627916063209032,0.05888374818962709,-23.39886464191322,LOSS
2026-01-15T12:57:09Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7591053650201665,,
2026-01-15T12:57:10Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.8884309344955572,0.05665292803486671,-23.415081232843328,LOSS
2026-01-15T12:57:44Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7528711235972103,,
2026-01-15T12:57:45Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.9227408848363978,0.05768222654509193,-23.172963235070615,LOSS
2026-01-15T12:57:55Z,SELL,Bitcoin Up or Down on January 15?,294.8152840017663,0.3184005067219076,48.30469018024483,WIN
2026-01-15T12:58:20Z,BUY,Bitcoin Up or Down on January 15?,239.49293249168244,0.37129765145775234,,
2026-01-15T12:58:21Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7515566413167378,,
2026-01-15T12:58:26Z,SELL,Bitcoin Up or Down on January 15?,223.98119607439492,0.34580441677008217,-16.512239058375236,LOSS
2026-01-15T12:58:26Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.8862912363018538,0.05658873708905561,-23.165596807589406,LOSS
2026-01-15T12:59:02Z,BUY,Bitcoin Up or Down on January 15?,236.55809301499522,0.36511554064577795,,
2026-01-15T12:59:07Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.742693393890731,,
2026-01-15T12:59:11Z,BUY,"Will Bitcoin dip to $90,000 January 12-18?",215.6334455737956,0.060116021334018804,,
2026-01-15T12:59:18Z,SELL,Bitcoin Up or Down on January 15?,220.75417347754112,0.3448146814552397,-12.996834626001734,LOSS
2026-01-15T12:59:19Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.9219875385768914,0.057659626157306736,-22.83445892444748,LOSS
2026-01-15T12:59:20Z,SELL,"Will Bitcoin dip to $90,000 January 12-18?",141.5051219652328,0.03937379609791727,-74.54529160880517,LOSS
2026-01-15T13:00:02Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7398753675205791,,
2026-01-15T13:00:03Z,BUY,"Will Bitcoin dip to $90,000 January 12-18?",225.51727256639998,0.060174014961212045,,
2026-01-15T13:00:04Z,BUY,"Will Bitcoin reach $110,000 in January?",259.3448634513599,0.11310034637624371,,
2026-01-15T13:00:07Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.9612728275334776,0.05883818482600432,-22.701239423152494,LOSS
2026-01-15T13:00:08Z,SELL,"Will Bitcoin dip to $90,000 January 12-18?",151.48841067811102,0.04030425047824423,-74.68291821226045,LOSS
2026-01-15T13:00:41Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7352272305540969,,
2026-01-15T13:00:43Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.904840610773296,0.057145218323198875,-22.602733741029937,LOSS
2026-01-15T13:00:58Z,SELL,"US strikes Iran by January 18, 2026?",207.69228814482113,0.17827379036020358,-37.31270296772021,LOSS
2026-01-15T13:01:20Z,BUY,"US strikes Iran by January 17, 2026?",213.7720466658783,0.1571456969437935,,
2026-01-15T13:01:22Z,BUY,"Will ""Zelensky"" be said during the next episode of",25.0,0.7647591262785279,,
2026-01-15T13:01:23Z,BUY,Khamenei out as Supreme Leader of Iran by March 31,243.33785366576004,0.32807957198176857,,
2026-01-15T13:01:23Z,SELL,"US strikes Iran by January 17, 2026?",180.43713703977383,0.13230454104042014,-33.87840671768019,LOSS
2026-01-15T13:01:24Z,BUY,Backpack FDV above $4B one day after launch?,25.0,0.059653970412842275,,
2026-01-15T13:01:24Z,SELL,"Will ""Zelensky"" be said during the next episode of",1.956372452284124,0.058691173568523713,-23.53559842366681,LOSS
2026-01-15T13:01:26Z,BUY,"US strikes Iran by June 30, 2026?",234.74341924838984,0.48665663331102765,,
2026-01-15T13:02:08Z,SELL,Will Sandy Spidel Neumann be the Democratic nomine,18.75260204637179,0.11812662706375932,-6.223413157339603,LOSS
2026-01-15T13:02:10Z,SELL,"Trump cabinet member out by June 30, 2026?",18.934745688079538,0.287808134458809,-6.033804315998642,LOSS
2026-01-15T13:02:11Z,SELL,Odds Trump acquires Greenland before 2027 hit 30% ,158.85386101559644,0.1862,-33.10166384213287,LOSS
2026-01-15T13:02:13Z,SELL,Will Extended launch a token by June 30 2026?,16.396930483317895,0.38858661850519144,-8.69463861699006,LOSS
2026-01-15T13:02:15Z,SELL,"Will Bitcoin reach $105,000 in January?",508.8726548400888,0.2630355671141612,3.8548195513937547,WIN
2026-01-15T13:02:16Z,SELL,Will the New England Patriots win Super Bowl 2026?,484.61541887513766,0.12828092197011834,-16.817013620400022,LOSS
2026-01-15T13:02:17Z,SELL,Will Matthew Schaefer win the 2025–2026 NHL Calder,22.323355911410435,0.23216290147866853,-3.0308972896772373,LOSS
2026-01-15T13:02:20Z,SELL,Will 1. FC Heidenheim 1846 win on 2026-01-17?,429.8933969473613,0.1789051487499413,-63.23521758652273,LOSS
2026-01-15T13:02:23Z,SELL,Will Bologna FC 1909 vs. ACF Fiorentina end in a d,431.7667679793694,0.2663165157552347,-74.18217671678352,LOSS
2026-01-15T13:02:25Z,SELL,Will J.B. Pritzker announce a Presidential run bef,20.11695017532146,0.08061290392835689,-5.159735993479122,LOSS
2026-01-15T13:02:26Z,SELL,Will João Cotrim Figueiredo win 2nd place in the 1,421.90312040323755,0.209499943987411,-86.63726522084576,LOSS
2026-01-15T13:02:33Z,BUY,"Will the price of Bitcoin be above $96,000 on Janu",250.0,0.1624913255095196,,
2026-01-15T13:02:34Z,BUY,Bitcoin Up or Down on January 15?,250.0,0.3507037979543951,,
2026-01-15T13:02:35Z,BUY,"Will Bitcoin dip to $90,000 January 12-18?",250.0,0.061329150201127655,,
2026-01-15T13:02:37Z,BUY,Will the San Francisco 49ers win Super Bowl 2026?,389.51205776008,0.045592351064553546,,
2026-01-15T13:02:38Z,BUY,Will the New England Patriots win Super Bowl 2026?,350.56085198407203,0.13048305949406366,,
2026-01-15T13:02:41Z,SELL,"Will the price of Bitcoin be above $96,000 on Janu",198.5377370001841,0.1286957104755109,-52.136197116362005,LOSS
2026-01-15T13:02:42Z,SELL,Bitcoin Up or Down on January 15?,221.64367291992508,0.3066216819050347,-31.865072458537668,LOSS
2026-01-15T13:02:43Z,SELL,"Will Bitcoin dip to $90,000 January 12-18?",163.64873503880975,0.039434936938095334,-90.85751324490957,LOSS
2026-01-15T13:03:15Z,BUY,Bitcoin Up or Down on January 15?,250.0,0.3291926906121658,,
2026-01-15T13:03:18Z,BUY,"Will Bitcoin dip to $90,000 January 12-18?",250.0,0.05980794811724086,,
2026-01-15T13:03:19Z,BUY,"Will Bitcoin reach $105,000 in January?",340.4293223137661,0.2766851289199752,,
2026-01-15T13:03:21Z,BUY,Supreme Court rules in favor of Trump's tariffs?,306.3863900823895,0.340580653299808,,
2026-01-15T13:03:21Z,SELL,"Will Bitcoin dip to $90,000 January 12-18?",163.33180061636838,0.03935856427955005,-84.86170023840833,LOSS
